ID,date,breakfast,lunch,supper,start_weight,weight
04c035496225842e841b1f1be086e4e4,2020/11/30,breakfast/293161_20201130_breakfast_1606695129_1.jpg|||meal_replacement_powder milk,lunch/293161_20201130_lunch_1606709844_1.jpg|||spinach egg rice,supper/293161_20201130_supper_1606732735_1.jpg|||pepper chicken rice tofu eggplant,121.3,121.0
04c035496225842e841b1f1be086e4e4,2020/12/1,breakfast/293161_20201201_breakfast_1606787870_1.jpg|||spinach mushroom egg noodle,lunch/293161_20201201_lunch_1606799871_1.jpg|||bread pork pepper,supper/293161_20201201_supper_1606821937_1.jpg|||cabbage tofu pancake,121.0,120.7
04c035496225842e841b1f1be086e4e4,2020/12/2,breakfast/293161_20201202_breakfast_1606877433_1.jpg|||soymilk cake lettuce egg,lunch/293161_20201202_lunch_1606889157_1.jpg|||beef egg noodle,supper/293161_20201202_supper_1606906491_1.jpg|||chicken lettuce,120.7,121.5
04c035496225842e841b1f1be086e4e4,2020/12/3,breakfast/293161_20201203_breakfast_1606975092_1.jpg|||cabbage egg rice,lunch/293161_20201203_lunch_1606975923_1.jpg|||chicken,supper/293161_20201203_supper_1607001646_1.jpg|||chicken rice cabbage tofu eggplant,121.5,121.6
04c035496225842e841b1f1be086e4e4,2020/12/4,breakfast/293161_20201204_breakfast_1607084136_1.jpg|||bun pork,lunch/293161_20201204_lunch_1607084187_1.jpg|||chicken rice cabbage tofu eggplant,supper/293161_20201204_supper_1607084219_1.jpg|||pork cabbage dumpling,121.6,120.8
04c035496225842e841b1f1be086e4e4,2020/12/5,breakfast/293161_20201205_breakfast_1607161611_1.jpg|||leek pancake egg,lunch/293161_20201205_lunch_1607161636_1.jpg|||pork moss rice celery lettuce sprout garlic egg,supper/293161_20201205_supper_1607180657_1.jpg;supper/293161_20201205_supper_1607180658_2.jpg|||chicken tomato rice onion carrot egg,120.8,121.5
04c035496225842e841b1f1be086e4e4,2020/12/6,breakfast/293161_20201206_breakfast_1607240008_1.jpg|||pancake tomato egg,lunch/293161_20201206_lunch_1607260156_1.jpg|||chive dumpling egg,supper/293161_20201206_supper_1607260202_1.jpg|||corn,121.5,121.7
b7e02e07ac663961a83ad02133a17f03,2020/11/17,breakfast/293287_20201117_breakfast_1605577061_1.jpg|||broccoli sandwich egg,lunch/293287_20201117_lunch_1605584758_1.jpg|||fig potato,supper/293287_20201117_supper_1605619344_1.jpg|||fish orange meat,65.2,65.2
b7e02e07ac663961a83ad02133a17f03,2020/11/18,breakfast/293287_20201118_breakfast_1605659079_1.jpg|||porridge chicken apple,lunch/293287_20201118_lunch_1605699166_1.jpg|||squid tofu tea vegetable,supper/293287_20201118_supper_1605698829_1.jpg|||orange bone dumpling cauliflower,65.2,65.1
b7e02e07ac663961a83ad02133a17f03,2020/11/19,breakfast/293287_20201119_breakfast_1605750023_1.jpg|||beef berry noodle,lunch/293287_20201119_lunch_1605758847_1.jpg|||fish apple papaya rice,supper/293287_20201119_supper_1605782628_1.jpg|||orange shrimp porridge pumpkin,65.1,65.0
b7e02e07ac663961a83ad02133a17f03,2020/11/20,breakfast/293287_20201120_breakfast_1605871058_1.jpg|||porridge berry egg,lunch/293287_20201120_lunch_1605871122_1.jpg|||orange cake sesame,supper/293287_20201120_supper_1605871227_1.jpg|||mackerel orange cauliflower beef potato,65.0,65.0
b7e02e07ac663961a83ad02133a17f03,2020/11/21,breakfast/293287_20201121_breakfast_1605921137_1.jpg|||beef oatmeal apple,lunch/293287_20201121_lunch_1605964160_1.jpg|||shrimp ice_cream vegetable,supper/293287_20201121_supper_1605964278_1.jpg|||beef berry coriander potato,65.0,65.0
b7e02e07ac663961a83ad02133a17f03,2020/11/22,breakfast/293287_20201122_breakfast_1606054675_1.jpg|||beef porridge berry,lunch/293287_20201122_lunch_1606054716_1.jpg|||beef fruit noodle,supper/293287_20201122_supper_1606054778_1.jpg|||fruit,65.0,65.0
b7e02e07ac663961a83ad02133a17f03,2020/11/23,breakfast/293287_20201123_breakfast_1606093860_1.jpg|||peanut porridge coffee egg,lunch/293287_20201123_lunch_1606135594_1.jpg|||shrimp vegetable,supper/293287_20201123_supper_1606135655_1.jpg|||soup lamb cauliflower,65.0,65.0
b7e02e07ac663961a83ad02133a17f03,2020/11/24,breakfast/293287_20201124_breakfast_1606187412_1.jpg|||orange milk,lunch/293287_20201124_lunch_1606221381_1.jpg|||orange,supper/293287_20201124_supper_1606221402_1.jpg|||risotto cake seedlings lamb,65.0,65.0
b7e02e07ac663961a83ad02133a17f03,2020/11/25,breakfast/293287_20201125_breakfast_1606313205_1.jpg|||soup oatmeal orange,lunch/293287_20201125_lunch_1606313248_1.jpg|||artemisia seeds rice duck fish,supper/293287_20201125_supper_1606313319_1.jpg|||fish porridge cauliflower,65.0,65.0
b7e02e07ac663961a83ad02133a17f03,2020/11/26,breakfast/293287_20201126_breakfast_1606400851_1.jpg|||oatmeal egg,lunch/293287_20201126_lunch_1606400915_1.jpg|||cabbage meat fruit rice,supper/293287_20201126_supper_1606400978_1.jpg|||fish mushroom corn,65.0,65.0
b7e02e07ac663961a83ad02133a17f03,2020/11/27,breakfast/293287_20201127_breakfast_1606484259_1.jpg|||oatmeal egg,lunch/293287_20201127_lunch_1606484280_1.jpg|||cabbage soybean meat rice,supper/293287_20201127_supper_1606484329_1.jpg|||fish green potato,65.0,65.0
b7e02e07ac663961a83ad02133a17f03,2020/11/28,breakfast/293287_20201128_breakfast_1606569844_1.jpg|||cake porridge fruit egg,lunch/293287_20201128_lunch_1606569896_1.jpg|||taro shrimp vegetable,supper/293287_20201128_supper_1606569937_1.jpg|||bean lamb noodle,65.0,65.0
b7e02e07ac663961a83ad02133a17f03,2020/11/29,breakfast/293287_20201129_breakfast_1606656296_1.jpg|||bean tofu vegetable,lunch/293287_20201129_lunch_1606656383_1.jpg|||taro fish green,supper/293287_20201129_supper_1606656429_1.jpg|||green shellfish,65.0,65.0
b7e02e07ac663961a83ad02133a17f03,2020/11/30,breakfast/293287_20201130_breakfast_1606743467_1.jpg;breakfast/293287_20201130_breakfast_1606743479_1.jpg|||shrimp oatmeal celery egg,lunch/293287_20201130_lunch_1606743529_1.jpg|||pork corn tomato rice,supper/293287_20201130_supper_1606743597_1.jpg|||taro green shellfish meat,65.0,64.8
b7e02e07ac663961a83ad02133a17f03,2020/12/1,breakfast/293287_20201201_breakfast_1606796290_1.jpg|||broccoli porridge egg,lunch/293287_20201201_lunch_1606796334_1.jpg|||cauliflower rice meat tofu soup,supper/293287_20201201_supper_1606828950_1.jpg|||fish bean corn,64.8,64.8
b7e02e07ac663961a83ad02133a17f03,2020/12/3,breakfast/293287_20201203_breakfast_1606998192_1.jpg|||soup porridge eggplant,lunch/293287_20201203_lunch_1606998242_1.jpg|||fish cabbage oatmeal,supper/293287_20201203_supper_1606998270_1.jpg|||fish cake soup green,64.8,64.8
b7e02e07ac663961a83ad02133a17f03,2020/12/4,breakfast/293287_20201204_breakfast_1607086688_1.jpg|||broccoli porridge egg,lunch/293287_20201204_lunch_1607086738_1.jpg|||bean rice meat soup green,supper/293287_20201204_supper_1607086794_1.jpg|||cake okra pork,64.8,64.8
b7e02e07ac663961a83ad02133a17f03,2020/12/5,breakfast/293287_20201205_breakfast_1607134862_1.jpg|||cake broccoli porridge,lunch/293287_20201205_lunch_1607180599_1.jpg|||shellfish vegetable rice,supper/293287_20201205_supper_1607180634_1.jpg|||beef green pumpkin,64.8,64.7
b7e02e07ac663961a83ad02133a17f03,2020/12/6,breakfast/293287_20201206_breakfast_1607220354_1.jpg|||orange nut oatmeal egg,lunch/293287_20201206_lunch_1607260384_1.jpg|||taro beef green,supper/293287_20201206_supper_1607249372_1.jpg|||lamb mushroom,64.7,64.8
0d166e329b02559b208daca11a98680a,2020/10/27,breakfast/292971_20201027_breakfast_1603760822.jpg|||corn meal_replacement_powder,lunch/292971_20201027_lunch_1603782094.jpg|||nut tofu corn,supper/292971_20201027_supper_1603791370.jpg|||,63.6,62.5
0d166e329b02559b208daca11a98680a,2020/10/28,breakfast/292971_20201028_breakfast_1603857851.jpg|||tomato corn meal_replacement_powder,lunch/292971_20201028_lunch_1603857870.jpg|||cauliflower tomato meat,supper/292971_20201028_supper_1603877293.jpg|||sausage broccoli rice wonton potato,62.5,62.3
0d166e329b02559b208daca11a98680a,2020/10/29,breakfast/292971_20201029_breakfast_1603966120.jpg|||protein_bar tomato milk,lunch/292971_20201029_lunch_1603966186.jpg|||milkshake mushroom vegetable,supper/292971_20201029_supper_1603966237.jpg|||cucumber protein_bar,62.3,61.9
0d166e329b02559b208daca11a98680a,2020/10/30,breakfast/292971_20201030_breakfast_1604040797.jpg|||meal_replacement_powder,lunch/292971_20201030_lunch_1604040835.jpg|||,supper/292971_20201030_supper_1604062659.jpg|||coriander corn beef meat cabbage green,61.9,61.1
0d166e329b02559b208daca11a98680a,2020/10/31,breakfast/292971_20201031_breakfast_1604103932.jpg|||porridge wood_ear protein_bar,lunch/292971_20201031_lunch_1604125677.jpg|||milkshake beef meat fungus potato,supper/292971_20201031_supper_1604139664.jpg|||potato green meat,61.1,61.7
0d166e329b02559b208daca11a98680a,2020/11/1,breakfast/292971_20201101_breakfast_1604195740.jpg|||corn,lunch/292971_20201101_lunch_1604203669.jpg|||tofu milkshake,supper/292971_20201101_supper_1604235343.jpg|||grapefruit chicken potato,61.7,61.1
2022cc8069ddb0a2378659a077f64e5e,2020/10/27,breakfast/292970_20201027_breakfast_1603756347.jpeg;breakfast/292970_20201027_breakfast_1603756382.jpeg;breakfast/292970_20201027_breakfast_1603756381.jpeg|||cucumber date egg,lunch/292970_20201027_lunch_1603770635.jpeg|||zucchini fungus,supper/292970_20201027_supper_1603791784.jpeg|||lettuce,56.2,55.5
2022cc8069ddb0a2378659a077f64e5e,2020/10/28,breakfast/292970_20201028_breakfast_1603842140.jpeg|||porridge tomato,lunch/292970_20201028_lunch_1603857194.jpeg|||tofu green tomato,supper/292970_20201028_supper_1603876639.jpeg|||asparagus,55.5,55.3
2022cc8069ddb0a2378659a077f64e5e,2020/10/29,breakfast/292970_20201029_breakfast_1603927344.jpeg|||tomato yogurt,lunch/292970_20201029_lunch_1603943466.jpeg|||beef shrimp mushroom,supper/292970_20201029_supper_1603962592.jpeg|||cucumber,55.3,55.0
2022cc8069ddb0a2378659a077f64e5e,2020/10/30,breakfast/292970_20201030_breakfast_1604016760.jpeg|||kelp milk,lunch/292970_20201030_lunch_1604030029.jpeg|||vegetable potato,supper/292970_20201030_supper_1604051743.jpeg|||wood_ear,55.0,55.0
2022cc8069ddb0a2378659a077f64e5e,2020/10/31,breakfast/292970_20201031_breakfast_1604104139.jpeg|||porridge kelp,lunch/292970_20201031_lunch_1604115771.jpeg|||tomato potato,supper/292970_20201031_supper_1604138412.jpeg|||vegetable,55.0,55.5
2022cc8069ddb0a2378659a077f64e5e,2020/11/1,breakfast/292970_20201101_breakfast_1604191723.jpeg|||porridge celery,lunch/292970_20201101_lunch_1604206791.jpeg|||broccoli tofu potato,supper/292970_20201101_supper_1604225721.jpeg|||chicken,55.5,54.6
c8d6c08f8c0cc2b60b83cb31a7680796,2020/10/27,breakfast/292963_20201027_breakfast_1603763346.jpeg|||egg potato,lunch/292963_20201027_lunch_1603771815.jpeg;lunch/292963_20201027_lunch_1603771816.jpeg|||cabbage sprout chicken cauliflower,supper/292963_20201027_supper_1603799435.jpeg|||soup potato,57.05,56.4
c8d6c08f8c0cc2b60b83cb31a7680796,2020/10/28,breakfast/292963_20201028_breakfast_1603857865.jpeg|||porridge egg,lunch/292963_20201028_lunch_1603858034.jpeg|||sprout cantaloupe vegetable,supper/292963_20201028_supper_1603886102.jpeg|||cabbage mushroom pork,56.4,56.6
c8d6c08f8c0cc2b60b83cb31a7680796,2020/10/29,breakfast/292963_20201029_breakfast_1603936161.jpeg|||egg meal_replacement_powder,lunch/292963_20201029_lunch_1603947045.jpeg;lunch/292963_20201029_lunch_1603947059.jpeg|||spinach pork shellfish melon eggplant,supper/292963_20201029_supper_1603976874.jpeg|||melon,56.6,56.9
c8d6c08f8c0cc2b60b83cb31a7680796,2020/10/30,breakfast/292963_20201030_breakfast_1604023671.jpeg;breakfast/292963_20201030_breakfast_1604023710.jpeg|||tomato egg,lunch/292963_20201030_lunch_1604032610.jpeg|||watermelon corn lettuce potato cabbage,supper/292963_20201030_supper_1604057009.jpeg|||fish shellfish kelp,56.9,56.3
c8d6c08f8c0cc2b60b83cb31a7680796,2020/10/31,breakfast/292963_20201031_breakfast_1604109496.jpeg|||egg,lunch/292963_20201031_lunch_1604141689.jpeg|||shrimp shellfish noodle,supper/292963_20201031_supper_1604150661.jpeg|||shrimp,56.3,56.4
c8d6c08f8c0cc2b60b83cb31a7680796,2020/11/1,breakfast/292963_20201101_breakfast_1604195729.jpeg|||custard,lunch/292963_20201101_lunch_1604240659.jpeg;lunch/292963_20201101_lunch_1604240660.jpeg|||porridge mustard,supper/292963_20201101_supper_1604240722.jpeg|||rice cabbage beef noodle,56.4,56.2
7c25baa9aff647adffc250c6b9b5233f,2020/10/27,breakfast/292967_20201027_breakfast_1603753802.jpg|||cucumber egg,lunch/292967_20201027_lunch_1603772326.jpg|||soybean wood_ear zucchini,supper/292967_20201027_supper_1603796331.jpg|||lettuce,55.3,55.1
7c25baa9aff647adffc250c6b9b5233f,2020/10/28,breakfast/292967_20201028_breakfast_1603838940.jpg|||tomato potato,lunch/292967_20201028_lunch_1603857415.jpg|||bean green tomato,supper/292967_20201028_supper_1603881643.jpg|||eggplant,55.1,55.2
7c25baa9aff647adffc250c6b9b5233f,2020/10/29,breakfast/292967_20201029_breakfast_1603926239.jpg|||tomato milk,lunch/292967_20201029_lunch_1603943919.jpg|||corn pea egg,supper/292967_20201029_supper_1603968632.jpg|||cucumber,55.2,54.8
7c25baa9aff647adffc250c6b9b5233f,2020/10/30,breakfast/292967_20201030_breakfast_1604013162.jpg|||kelp milk,lunch/292967_20201030_lunch_1604030300.jpg|||onion brassica potato,supper/292967_20201030_supper_1604053739.jpg|||carrot mushroom wood_ear protein_bar,54.8,54.8
7c25baa9aff647adffc250c6b9b5233f,2020/10/31,breakfast/292967_20201031_breakfast_1604106555.jpg|||bread kelp,lunch/292967_20201031_lunch_1604119688.jpg|||potato green meat,supper/292967_20201031_supper_1604143149.jpg|||,54.8,55.1
7c25baa9aff647adffc250c6b9b5233f,2020/11/1,breakfast/292967_20201101_breakfast_1604193420.jpg|||protein_bar tomato celery,lunch/292967_20201101_lunch_1604206173.jpg|||broccoli meat,supper/292967_20201101_supper_1604229387.jpg|||shrimp cauliflower,55.1,55.2
124a62feb96475a23d7117fccaa1188c,2020/10/27,breakfast/292961_20201027_breakfast_1603760036.jpg|||,lunch/292961_20201027_lunch_1603771594.jpg|||,supper/292961_20201027_supper_1603792596.jpg|||cucumber protein_bar,57.1,56.0
124a62feb96475a23d7117fccaa1188c,2020/10/28,breakfast/292961_20201028_breakfast_1603845094.jpeg|||soba cucumber protein_bar,lunch/292961_20201028_lunch_1603861711.jpeg|||tofu mushroom milkshake lettuce,supper/292961_20201028_supper_1603876543.jpeg|||milkshake lettuce,56.0,55.7
124a62feb96475a23d7117fccaa1188c,2020/10/29,breakfast/292961_20201029_breakfast_1603932530.jpeg|||protein_bar cucumber yogurt,lunch/292961_20201029_lunch_1603966046.jpeg|||cucumber protein_bar,supper/292961_20201029_supper_1603946075.jpg|||bean milkshake mushroom,55.7,55.5
124a62feb96475a23d7117fccaa1188c,2020/10/30,breakfast/292961_20201030_breakfast_1604018851.jpeg|||protein_bar cucumber yogurt,lunch/292961_20201030_lunch_1604031860.jpeg|||milkshake mushroom potato,supper/292961_20201030_supper_1604053612.jpeg|||cucumber protein_bar,55.5,55.0
124a62feb96475a23d7117fccaa1188c,2020/10/31,breakfast/292961_20201031_breakfast_1604105923.jpeg|||soba cucumber protein_bar,lunch/292961_20201031_lunch_1604119972.jpeg|||soba milkshake bean lettuce,supper/292961_20201031_supper_1604141090.jpeg|||protein_bar lettuce,55.0,54.9
124a62feb96475a23d7117fccaa1188c,2020/11/1,breakfast/292961_20201101_breakfast_1604191995.jpeg|||protein_bar mushroom yogurt,lunch/292961_20201101_lunch_1604207686.jpeg|||soba milkshake mushroom bean,supper/292961_20201101_supper_1604226177.jpeg|||protein_bar egg,54.9,54.9
b5add8621ac7f37a225b2ac5a5fdfd00,2020/10/27,breakfast/292973_20201027_breakfast_1603758704.jpeg|||omelette,lunch/292973_20201027_lunch_1603772168.jpeg|||corn vegetable,supper/292973_20201027_supper_1603793390.jpeg|||green,58.7,57.6
b5add8621ac7f37a225b2ac5a5fdfd00,2020/10/28,breakfast/292973_20201028_breakfast_1603845469.jpeg|||egg potato,lunch/292973_20201028_lunch_1603857747.jpg|||cabbage beef shrimp,supper/292973_20201028_supper_1603879111.jpeg|||broccoli lamb,57.6,57.4
